ligand_id,smiles,canonical_smiles,chembl_id,group,source,activity_type,relation,value_nM,p_activity,heavy_atoms,mw,num_rot_bonds,murcko_scaffold,vina_affinity,vina_affinity_2,n_poses,seconds,hit_7,pred_pIC50,pred_pose,pred_pIC50_var
DEC0107,c1ccc2c(c1)/C(=C/3\NN=C(N3c4ccc(cc4)F)SCC(=O)Nc5nc6ccccc6s5)/C=N2,O=C(CSC1=NN/C(=C2/C=Nc3ccccc32)N1c1ccc(F)cc1)Nc1nc2ccccc2s1,,decoy,DUD-E decoys_final,,,,,35,500.58,4,O=C(CSC1=NN/C(=C2/C=Nc3ccccc32)N1c1ccccc1)Nc1nc2ccccc2s1,-10.317,-10.297,5,72.5,True,,,
DEC0108,CCc1cccc(c1Nc2nnc(s2)SCC(=O)Nc3cc(c(c(c3)OC)OC)OC)CC,CCc1cccc(CC)c1Nc1nnc(SCC(=O)Nc2cc(OC)c(OC)c(OC)c2)s1,,decoy,DUD-E decoys_final,,,,,33,488.64,11,O=C(CSc1nnc(Nc2ccccc2)s1)Nc1ccccc1,-7.284,-7.191,5,100.4,True,,,
DEC0109,C[NH+]1CCN(CC1)Cc2ccc(cc2)c3nc(cs3)CC(=O)Nc4ccc(cc4)C(=O)N,C[NH+]1CCN(Cc2ccc(-c3nc(CC(=O)Nc4ccc(C(N)=O)cc4)cs3)cc2)CC1,,decoy,DUD-E decoys_final,,,,,32,450.59,7,O=C(Cc1csc(-c2ccc(CN3CC[NH2+]CC3)cc2)n1)Nc1ccccc1,-9.148,-8.823,5,62.9,True,,,
DEC0110,c1cc2n(c(=O)c1)C[C@H]3C[C@@H]2CN(C3)C[C@H]4C[NH+]5CC[C@H]4C[C@@H]5CNC(=S)NCc6ccco6,O=c1cccc2n1C[C@H]1C[C@@H]2CN(C[C@H]2C[NH+]3CC[C@H]2C[C@@H]3CNC(=S)NCc2ccco2)C1,,decoy,DUD-E decoys_final,,,,,34,482.67,6,O=c1cccc2n1C[C@H]1C[C@@H]2CN(C[C@H]2C[NH+]3CC[C@H]2C[C@@H]3CNC(=S)NCc2ccco2)C1,-9.156,-8.96,5,90.9,True,,,
DEC0111,C/C(=N\NC(=O)CSc1nnc(n1c2ccccc2)c3cc(c(c(c3)OC)OC)OC)/c4cccs4,COc1cc(-c2nnc(SCC(=O)N/N=C(\C)c3cccs3)n2-c2ccccc2)cc(OC)c1OC,,decoy,DUD-E decoys_final,,,,,36,523.64,10,O=C(CSc1nnc(-c2ccccc2)n1-c1ccccc1)N/N=C/c1cccs1,-7.858,-7.78,5,107.7,True,,,
DEC0112,CC[NH+](CC)CCCNC(=S)N(CCCN1CCOCC1)Cc2cc3cc(cc(c3[nH]c2=O)C)C,CC[NH+](CC)CCCNC(=S)N(CCCN1CCOCC1)Cc1cc2cc(C)cc(C)c2[nH]c1=O,,decoy,DUD-E decoys_final,,,,,35,502.75,12,O=c1[nH]c2ccccc2cc1CNCCCN1CCOCC1,-7.271,-7.269,5,143.5,True,,,
DEC0113,C[C@H](C(=O)[O-])Oc1cccc(c1)/C=C/2\C(=O)N=C(S2)[N-]c3cccc(c3)F,C[C@@H](Oc1cccc(/C=C2/SC([N-]c3cccc(F)c3)=NC2=O)c1)C(=O)[O-],,decoy,DUD-E decoys_final,,,,,27,384.39,5,O=C1N=C([N-]c2ccccc2)S/C1=C/c1ccccc1,-8.514,-8.493,5,37.6,True,,,
DEC0114,Cc1ccc(cc1I)C(=O)NC(=S)NNC(=O)COc2ccc(cc2)Cl,Cc1ccc(C(=O)NC(=S)NNC(=O)COc2ccc(Cl)cc2)cc1I,,decoy,DUD-E decoys_final,,,,,26,503.75,4,O=C(COc1ccccc1)NNC(=S)NC(=O)c1ccccc1,-7.485,-7.213,5,44.9,True,,,
DEC0115,Cc1ccccc1[C@@H]2C(=C(N=C3N2C(=CS3)C=C([O-])[O-])C)C(=O)OC(C)C,CC1=C(C(=O)OC(C)C)[C@@H](c2ccccc2C)N2C(C=C([O-])[O-])=CSC2=N1,,decoy,DUD-E decoys_final,,,,,27,384.46,4,C1=C[C@@H](c2ccccc2)N2C=CSC2=N1,-7.253,-6.884,5,34.0,True,,,
DEC0116,c1cc(cc(c1)[N+](=O)[O-])c2cs/c(=N\C(=S)NC(=O)c3cc(ccc3Cl)Br)/[nH]2,O=C(NC(=S)/N=c1/[nH]c(-c2cccc([N+](=O)[O-])c2)cs1)c1cc(Br)ccc1Cl,,decoy,DUD-E decoys_final,,,,,28,497.78,3,O=C(NC(=S)/N=c1/[nH]c(-c2ccccc2)cs1)c1ccccc1,-8.642,-8.57,5,33.7,True,,,
DEC0117,Cc1ccc(cc1[N+](=O)[O-])S(=O)(=O)[N-]c2cc(c(cc2C(=O)[O-])OC)OC(F)F,COc1cc(C(=O)[O-])c([N-]S(=O)(=O)c2ccc(C)c([N+](=O)[O-])c2)cc1OC(F)F,,decoy,DUD-E decoys_final,,,,,29,430.34,8,O=S(=O)([N-]c1ccccc1)c1ccccc1,-7.352,-7.306,5,54.4,True,,,
DEC0118,CCCCCCn1c(=O)c2c3c(sc2nc1SCC(=O)Nc4ccc(cc4)CC(=O)[O-])CCC3,CCCCCCn1c(SCC(=O)Nc2ccc(CC(=O)[O-])cc2)nc2sc3c(c2c1=O)CCC3,,decoy,DUD-E decoys_final,,,,,34,498.65,11,O=C(CSc1nc2sc3c(c2c(=O)[nH]1)CCC3)Nc1ccccc1,-8.237,-8.22,5,110.8,True,,,
DEC0119,CC(=O)OC[C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)Sc2nnc(n2N)c3ccccc3)OC(=O)C)OC(=O)C)OC(=O)C,CC(=O)OC[C@H]1O[C@H](Sc2nnc(-c3ccccc3)n2N)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,,decoy,DUD-E decoys_final,,,,,36,522.54,8,c1ccc(-c2nnc(S[C@@H]3CCCCO3)[nH]2)cc1,-8.199,-8.166,5,123.9,True,,,
DEC0120,CCOc1ccc(c(c1)Cl)c2cc(ccc2C(=O)[O-])F,CCOc1ccc(-c2cc(F)ccc2C(=O)[O-])c(Cl)c1,,decoy,DUD-E decoys_final,,,,,20,293.7,4,c1ccc(-c2ccccc2)cc1,-6.838,-6.635,5,15.4,False,,,
DEC0121,Cc1cc(c(c(c1)C)NS(=O)(=O)c2cc(cc(c2C)C)C(C)(C)C)C,Cc1cc(C)c(NS(=O)(=O)c2cc(C(C)(C)C)cc(C)c2C)c(C)c1,,decoy,DUD-E decoys_final,,,,,25,359.54,3,O=S(=O)(Nc1ccccc1)c1ccccc1,-8.189,-8.076,5,30.4,True,,,
DEC0122,CN(c1ccccc1C(=O)[O-])S(=O)(=O)c2ccc3c4c2cccc4C(=O)N3C(=O)Oc5ccccc5,CN(c1ccccc1C(=O)[O-])S(=O)(=O)c1ccc2c3c(cccc13)C(=O)N2C(=O)Oc1ccccc1,,decoy,DUD-E decoys_final,,,,,36,501.5,5,O=C(Oc1ccccc1)N1C(=O)c2cccc3c(S(=O)(=O)Nc4ccccc4)ccc1c23,-9.968,-9.693,5,87.1,True,,,
DEC0123,Cc1ccc(c(c1)C)NCc2nnc(n2C[C@H]3CCCO3)SCC(=O)Nc4ccc(c(c4)Cl)Cl,Cc1ccc(NCc2nnc(SCC(=O)Nc3ccc(Cl)c(Cl)c3)n2C[C@H]2CCCO2)c(C)c1,,decoy,DUD-E decoys_final,,,,,34,520.49,9,O=C(CSc1nnc(CNc2ccccc2)n1C[C@H]1CCCO1)Nc1ccccc1,-8.624,-8.504,5,116.3,True,,,
DEC0124,CCSc1nnc(s1)NC(=O)CSc2nnc(n2N)CNc3ccc(cc3)OC,CCSc1nnc(NC(=O)CSc2nnc(CNc3ccc(OC)cc3)n2N)s1,,decoy,DUD-E decoys_final,,,,,29,452.59,10,O=C(CSc1nnc(CNc2ccccc2)[nH]1)Nc1nncs1,-7.43,-7.296,5,96.4,True,,,
DEC0125,CCCCCNc1c(c(=O)n2cc(ccc2n1)C)/C=C/3\C(=O)N(C(=S)S3)C[C@@H](CC)CCCC,CCCCCNc1nc2ccc(C)cn2c(=O)c1/C=C1/SC(=S)N(C[C@@H](CC)CCCC)C1=O,,decoy,DUD-E decoys_final,,,,,34,500.73,12,O=C1NC(=S)S/C1=C/c1cnc2ccccn2c1=O,-7.919,-7.536,5,105.4,True,,,
DEC0126,C[C@H](C(=O)Nc1ccc(cc1)C(F)(F)F)Sc2ncc(n2c3ccc(cc3)F)C(=O)[O-],C[C@@H](Sc1ncc(C(=O)[O-])n1-c1ccc(F)cc1)C(=O)Nc1ccc(C(F)(F)F)cc1,,decoy,DUD-E decoys_final,,,,,31,452.41,6,O=C(CSc1nccn1-c1ccccc1)Nc1ccccc1,-8.864,-8.8,5,60.4,True,,,
DEC0127,c1cc(ccc1OCCOc2ccc(cc2/C=N/NC(=O)Cc3nnc(s3)N)Cl)Br,Nc1nnc(CC(=O)N/N=C/c2cc(Cl)ccc2OCCOc2ccc(Br)cc2)s1,,decoy,DUD-E decoys_final,,,,,30,510.8,9,O=C(Cc1nncs1)N/N=C/c1ccccc1OCCOc1ccccc1,-7.382,-7.326,5,78.9,True,,,
DEC0128,CC1=C([C@H](N2C(=CSC2=N1)/C=C(/NCCOC)\[O-])c3ccc(cc3)Cl)C(=O)OCc4ccccc4,COCCN/C([O-])=C/C1=CSC2=NC(C)=C(C(=O)OCc3ccccc3)[C@@H](c3ccc(Cl)cc3)N12,,decoy,DUD-E decoys_final,,,,,35,511.02,9,O=C(OCc1ccccc1)C1=CN=C2SC=CN2[C@@H]1c1ccccc1,-7.661,-7.489,5,83.8,True,,,
DEC0129,Cc1ccccc1n2c(cc(c(c2=S)C(=O)c3ccccc3)SC)c4ccccc4,CSc1cc(-c2ccccc2)n(-c2ccccc2C)c(=S)c1C(=O)c1ccccc1,,decoy,DUD-E decoys_final,,,,,30,427.59,5,O=C(c1ccccc1)c1ccc(-c2ccccc2)n(-c2ccccc2)c1=S,-8.424,-8.361,5,36.7,True,,,
DEC0130,CCCOc1cccc(c1)C(=O)NC(=S)NNC(=O)COc2cc(c(c(c2)C)Cl)C,CCCOc1cccc(C(=O)NC(=S)NNC(=O)COc2cc(C)c(Cl)c(C)c2)c1,,decoy,DUD-E decoys_final,,,,,30,449.96,7,O=C(COc1ccccc1)NNC(=S)NC(=O)c1ccccc1,-8.31,-8.278,5,59.7,True,,,
